Source Well,Destination Well,Transfer Volume
A2,AU38,2.5
A2,AU39,2.5
A1,AU40,2.5
A1,AU41,2.5
A2,AU42,2.5
A1,AU43,2.5
A1,AU44,2.5
A1,AU45,2.5
A2,AU46,2.5
A1,AU47,2.5
A1,AU48,2.5
A2,AU49,2.5
A2,AU50,2.5
A1,AU51,2.5
A2,AU52,2.5
A2,AU53,2.5
A2,AU54,2.5
A2,AU55,2.5
A2,AU56,2.5
A2,AU57,2.5
A2,AU58,2.5
A2,AU59,2.5
A2,AU60,2.5
A2,AU61,2.5
A1,AU62,2.5
A1,AU63,2.5
A2,AU64,2.5
A2,AU65,2.5
A2,AU66,2.5
A2,AU67,2.5
A2,AU68,2.5
A2,AU69,2.5
A2,AU70,2.5
A1,AU71,2.5
A2,AU72,2.5
A1,AU73,2.5
A2,AU74,2.5
A2,AU75,2.5
A1,AU76,2.5
A2,AU77,2.5
A1,AU78,2.5
A2,AU79,2.5
A2,AU80,2.5
A2,AU81,2.5
A2,AU82,2.5
A2,AU83,2.5
A1,AU84,2.5
A1,AU85,2.5
A1,AU86,2.5
A1,AU87,2.5
A1,AU88,2.5
A2,AU89,2.5
A2,AU90,2.5
A2,AU91,2.5
A2,AU92,2.5
A1,AU93,2.5
A1,AU94,2.5
A2,AU95,2.5
A2,AU96,2.5
A2,AU97,2.5
A2,AU98,2.5
A2,AU99,2.5
A2,AU100,2.5
A2,AU101,2.5
A2,AU102,2.5
A1,AU103,2.5
A1,AU104,2.5
A2,AU105,2.5
A2,AU106,2.5
A2,AU107,2.5
A2,AU108,2.5
A2,AU109,2.5
A2,AU110,2.5
A2,AU111,2.5
A2,AU112,2.5
A1,AU113,2.5
A1,AU114,2.5
A1,AU115,2.5
A2,AU116,2.5
A2,AU117,2.5
A2,AU118,2.5
A2,AU119,2.5
A2,AU120,2.5
A2,AU121,2.5
A2,AU122,2.5
A2,AU123,2.5
A1,AU124,2.5
A1,AU125,2.5
A1,AU126,2.5
A2,AU127,2.5
A2,AU128,2.5
A2,AU129,2.5
A2,AU130,2.5
A2,AU131,2.5
A2,AU132,2.5
A2,AU133,2.5
A2,AU134,2.5
A2,AU135,2.5
A2,AU136,2.5
A2,AU137,2.5
A2,AU138,2.5
A2,AU139,2.5
A2,AU140,2.5
A2,AU141,2.5
A2,AU142,2.5
A2,AU143,2.5
A2,AU144,2.5
A2,AU145,2.5
A2,AU146,2.5
A2,AU147,2.5
A2,AU148,2.5
A2,AU149,2.5
A2,AU150,2.5
A2,AU151,2.5
A2,AU152,2.5
A2,AU153,2.5
A2,AU154,2.5
A2,AU155,2.5
A2,AU156,2.5
A2,AU157,2.5
A2,AU158,2.5
A2,AU159,2.5
A2,AU160,2.5
A2,AU161,2.5
A2,AU162,2.5
A2,AU163,2.5
A2,AU164,2.5
A2,AU165,2.5
A2,AU166,2.5
A2,AU167,2.5
A2,AU168,2.5
A2,AU169,2.5
A2,AU170,2.5
A2,AU171,2.5
A2,AU172,2.5
A2,AU173,2.5
A1,AU174,2.5
A1,AU175,2.5
A2,AU176,2.5
A2,AU177,2.5
A1,AU178,2.5
A2,AU179,2.5
A2,AU180,2.5
A1,AU181,2.5
A1,AU182,2.5
A2,AU183,2.5
A2,AU184,2.5
A2,AU185,2.5
A2,AU186,2.5
A2,AU187,2.5
A2,AU188,2.5
A2,AU189,2.5
A2,AV4,2.5
A2,AV5,2.5
A2,AV6,2.5
A2,AV7,2.5
A2,AV8,2.5
A1,AV9,2.5
A1,AV10,2.5
A2,AV11,2.5
A2,AV12,2.5
A2,AV13,2.5
A2,AV14,2.5
A2,AV15,2.5
A2,AV16,2.5
A2,AV17,2.5
A2,AV18,2.5
A2,AV19,2.5
A2,AV20,2.5
A2,AV21,2.5
A2,AV22,2.5
A2,AV23,2.5
A2,AV24,2.5
A2,AV25,2.5
A2,AV26,2.5
A2,AV27,2.5
A2,AV28,2.5
A2,AV29,2.5
A2,AV30,2.5
A2,AV31,2.5
A2,AV32,2.5
A2,AV33,2.5
A2,AV34,2.5
A2,AV35,2.5
A2,AV36,2.5
A2,AV37,2.5
A2,AV38,2.5
A1,AV39,2.5
A1,AV40,2.5
A2,AV41,2.5
A1,AV42,2.5
A1,AV43,2.5
A2,AV44,2.5
A2,AV45,2.5
A1,AV46,2.5
A1,AV47,2.5
A2,AV48,2.5
A2,AV49,2.5
A1,AV50,2.5
A1,AV51,2.5
A1,AV52,2.5
A1,AV53,2.5
A1,AV54,2.5
A1,AV55,2.5
A1,AV56,2.5
A1,AV57,2.5
A1,AV58,2.5
A2,AV59,2.5
A2,AV60,2.5
A1,AV61,2.5
A1,AV62,2.5
A2,AV63,2.5
A2,AV64,2.5
A2,AV65,2.5
A2,AV66,2.5
A2,AV67,2.5
A2,AV68,2.5
A2,AV69,2.5
A2,AV70,2.5
A1,AV71,2.5
A2,AV72,2.5
